,Country,Year,Sex,Age,Cases
30930,LU,2006,Male,65,3.0
30946,LV,1995,Male,65,30.0
30947,LV,1996,Male,65,42.0
30948,LV,1997,Male,65,29.0
30949,LV,1998,Male,65,35.0
30950,LV,1999,Male,65,30.0
30951,LV,2000,Male,65,34.0
30952,LV,2001,Male,65,32.0
30953,LV,2002,Male,65,26.0
30954,LV,2003,Male,65,32.0
30955,LV,2004,Male,65,38.0
30956,LV,2008,Male,65,27.0
30971,LY,1996,Male,65,19.0
30973,LY,2003,Male,65,19.0
30974,LY,2004,Male,65,20.0
30975,LY,2005,Male,65,35.0
30976,LY,2006,Male,65,23.0
30992,MA,1995,Male,65,553.0
30993,MA,1996,Male,65,583.0
30994,MA,1997,Male,65,557.0
30995,MA,1998,Male,65,527.0
30996,MA,1999,Male,65,562.0
30997,MA,2000,Male,65,595.0
30998,MA,2001,Male,65,606.0
30999,MA,2002,Male,65,577.0
31000,MA,2003,Male,65,550.0
31001,MA,2004,Male,65,539.0
31002,MA,2005,Male,65,591.0
31041,MD,1995,Male,65,15.0
31042,MD,1996,Male,65,5.0
31043,MD,1997,Male,65,13.0
31044,MD,1998,Male,65,16.0
31045,MD,1999,Male,65,14.0
31046,MD,2001,Male,65,32.0
31047,MD,2002,Male,65,33.0
31048,MD,2003,Male,65,25.0
31049,MD,2004,Male,65,42.0
31050,MD,2006,Male,65,32.0
31051,ME,2005,Male,65,8.0
31052,ME,2006,Male,65,3.0
31053,ME,2007,Male,65,3.0
31054,ME,2008,Male,65,1.0
31068,MG,1995,Male,65,242.0
31071,MG,2001,Male,65,404.0
31072,MG,2006,Male,65,458.0
31087,MH,2002,Male,65,2.0
31089,MH,2005,Male,65,1.0
31090,MH,2006,Male,65,2.0
31095,MK,1995,Male,65,24.0
31096,MK,1997,Male,65,21.0
31097,MK,1999,Male,65,5.0
31098,MK,2000,Male,65,14.0
31099,MK,2001,Male,65,16.0
31100,MK,2002,Male,65,7.0
31101,MK,2003,Male,65,17.0
31102,MK,2004,Male,65,15.0
31117,ML,1995,Male,65,102.0
31118,ML,1996,Male,65,136.0
31119,ML,1999,Male,65,129.0
31120,ML,2000,Male,65,144.0
31122,ML,2002,Male,65,72.0
31123,ML,2003,Male,65,115.0
31124,ML,2004,Male,65,147.0
31125,ML,2005,Male,65,193.0
31126,ML,2006,Male,65,216.0
31127,ML,2007,Male,65,213.0
31142,MM,1996,Male,65,400.0
31143,MM,1998,Male,65,438.0
31144,MM,1999,Male,65,540.0
31145,MM,2000,Male,65,836.0
31146,MM,2002,Male,65,1067.0
31147,MM,2003,Male,65,1296.0
31148,MM,2004,Male,65,1567.0
31149,MM,2005,Male,65,1764.0
31150,MM,2006,Male,65,2033.0
31151,MM,2007,Male,65,2155.0
31152,MM,2008,Male,65,2235.0
31167,MN,1996,Male,65,19.0
31168,MN,1997,Male,65,17.0
31169,MN,1998,Male,65,22.0
31170,MN,1999,Male,65,26.0
31171,MN,2000,Male,65,23.0
31172,MN,2002,Male,65,47.0
31173,MN,2003,Male,65,39.0
31174,MN,2004,Male,65,43.0
31175,MN,2005,Male,65,36.0
31176,MN,2006,Male,65,41.0
31177,MN,2007,Male,65,34.0
31178,MN,2008,Male,65,36.0
31193,MO,1995,Male,65,16.0
31195,MO,2001,Male,65,23.0
31196,MO,2002,Male,65,21.0
31197,MO,2003,Male,65,27.0
31198,MO,2004,Male,65,14.0
31199,MO,2005,Male,65,22.0
31200,MO,2006,Male,65,19.0
31201,MO,2007,Male,65,13.0
31214,MP,1996,Male,65,1.0
31215,MP,1998,Male,65,2.0
31217,MP,2003,Male,65,2.0
31219,MP,2005,Male,65,2.0
31221,MP,2008,Male,65,3.0
31238,MR,2004,Male,65,108.0
31239,MR,2006,Male,65,96.0
31240,MR,2007,Male,65,83.0
31241,MR,2008,Male,65,90.0
31278,MT,1996,Male,65,1.0
31279,MT,1997,Male,65,1.0
31280,MT,1998,Male,65,3.0
31281,MT,1999,Male,65,3.0
31282,MT,2001,Male,65,1.0
31287,MT,2006,Male,65,1.0
31288,MT,2007,Male,65,3.0
31305,MU,2000,Male,65,8.0
31306,MU,2002,Male,65,4.0
31307,MU,2003,Male,65,9.0
31308,MU,2004,Male,65,5.0
31309,MU,2005,Male,65,6.0
31310,MU,2006,Male,65,6.0
31311,MU,2007,Male,65,6.0
31312,MU,2008,Male,65,8.0
31326,MV,1995,Male,65,6.0
31327,MV,1996,Male,65,8.0
31328,MV,1998,Male,65,2.0
31329,MV,1999,Male,65,8.0
31330,MV,2000,Male,65,3.0
31331,MV,2001,Male,65,1.0
31332,MV,2002,Male,65,8.0
31333,MV,2003,Male,65,4.0
31334,MV,2004,Male,65,6.0
31335,MV,2005,Male,65,5.0
31336,MV,2006,Male,65,6.0
31337,MV,2008,Male,65,3.0
31343,MW,1997,Male,65,101.0
31344,MW,2001,Male,65,129.0
31345,MW,2003,Male,65,128.0
31346,MW,2004,Male,65,124.0
31347,MW,2005,Male,65,157.0
31348,MW,2006,Male,65,182.0
31362,MX,1996,Male,65,469.0
31363,MX,1998,Male,65,892.0
31364,MX,2000,Male,65,1126.0
31365,MX,2001,Male,65,1566.0
31366,MX,2002,Male,65,1144.0
31367,MX,2003,Male,65,1352.0
31368,MX,2004,Male,65,1209.0
31369,MX,2005,Male,65,1288.0
31383,MY,1995,Male,65,1072.0
31384,MY,1998,Male,65,1282.0
31385,MY,1999,Male,65,880.0
31386,MY,2000,Male,65,891.0
31387,MY,2001,Male,65,738.0
31388,MY,2002,Male,65,844.0
31402,MZ,1995,Male,65,320.0
31403,MZ,1996,Male,65,275.0
31413,0.0,1995,Male,65,6.0
31414,0.0,1998,Male,65,111.0
31415,0.0,1999,Male,65,110.0
31416,0.0,2001,Male,65,116.0
31417,0.0,2002,Male,65,96.0
31418,0.0,2003,Male,65,108.0
31419,0.0,2004,Male,65,131.0
31420,0.0,2005,Male,65,120.0
31421,0.0,2006,Male,65,146.0
31422,0.0,2007,Male,65,120.0
31436,NC,2002,Male,65,3.0
31437,NC,2004,Male,65,2.0
31439,NC,2006,Male,65,1.0
31440,NC,2007,Male,65,2.0
31441,NC,2008,Male,65,2.0
31454,NE,2005,Male,65,198.0
31455,NE,2006,Male,65,217.0
31456,NE,2007,Male,65,249.0
31471,NG,1995,Male,65,515.0
31472,NG,1997,Male,65,338.0
31473,NG,1998,Male,65,369.0
31474,NG,2003,Male,65,719.0
31475,NG,2004,Male,65,1267.0
31476,NG,2005,Male,65,950.0
31477,NG,2006,Male,65,897.0
31478,NG,2007,Male,65,1341.0
31479,NG,2008,Male,65,1267.0
31493,NI,1995,Male,65,92.0
31494,NI,1996,Male,65,94.0
31495,NI,1997,Male,65,83.0
31496,NI,1998,Male,65,110.0
31497,NI,1999,Male,65,85.0
31498,NI,2000,Male,65,90.0
31499,NI,2001,Male,65,95.0
31500,NI,2002,Male,65,74.0
31501,NI,2003,Male,65,65.0
31502,NI,2004,Male,65,72.0
31503,NI,2006,Male,65,72.0
31504,NI,2007,Male,65,91.0
31519,NL,1996,Male,65,34.0
31520,NL,1997,Male,65,31.0
31521,NL,1998,Male,65,26.0
31522,NL,1999,Male,65,19.0
31523,NL,2000,Male,65,21.0
31538,NO,1995,Male,65,12.0
31539,NO,1996,Male,65,24.0
31540,NO,1997,Male,65,27.0
31541,NO,1998,Male,65,17.0
31542,NO,1999,Male,65,1.0
31543,NO,2000,Male,65,4.0
31544,NO,2001,Male,65,8.0
31545,NO,2002,Male,65,4.0
31558,NP,1999,Male,65,799.0
31559,NP,2000,Male,65,772.0
31560,NP,2002,Male,65,758.0
31561,NP,2003,Male,65,735.0
31562,NP,2004,Male,65,763.0
31563,NP,2005,Male,65,820.0
31564,NP,2006,Male,65,808.0
31565,NP,2007,Male,65,919.0
31625,NZ,2000,Male,65,7.0
31626,NZ,2002,Male,65,10.0
31627,NZ,2003,Male,65,9.0
31628,NZ,2005,Male,65,10.0
31642,OM,1999,Male,65,10.0
31643,OM,2005,Male,65,5.0
31644,OM,2007,Male,65,8.0
31658,PA,2004,Male,65,50.0
31659,PA,2005,Male,65,49.0
31660,PA,2006,Male,65,57.0
31661,PA,2007,Male,65,61.0
31675,PE,1997,Male,65,748.0
31676,PE,1998,Male,65,889.0
31677,PE,1999,Male,65,714.0
31678,PE,2000,Male,65,796.0
31679,PE,2001,Male,65,696.0
31680,PE,2004,Male,65,675.0
31681,PE,2005,Male,65,708.0
31697,PF,1996,Male,65,3.0
31698,PF,1997,Male,65,3.0
31699,PF,1998,Male,65,4.0
31700,PF,1999,Male,65,4.0
31701,PF,2000,Male,65,3.0
31702,PF,2003,Male,65,3.0
31703,PF,2004,Male,65,4.0
31704,PF,2006,Male,65,1.0
31733,PH,2005,Male,65,4279.0
31734,PH,2006,Male,65,4640.0
31735,PH,2007,Male,65,4862.0
31736,PH,2008,Male,65,4348.0
31750,PK,1995,Male,65,95.0
31752,PK,2007,Male,65,5156.0
31766,PL,1996,Male,65,724.0
31767,PL,1998,Male,65,367.0
31768,PL,1999,Male,65,306.0
31769,PL,2001,Male,65,322.0
31770,PL,2002,Male,65,309.0
31783,PR,1998,Male,65,12.0
31784,PR,1999,Male,65,20.0
31785,PR,2000,Male,65,14.0
31786,PR,2001,Male,65,11.0
31787,PR,2002,Male,65,7.0
31788,PR,2003,Male,65,9.0
31789,PR,2004,Male,65,7.0
31790,PR,2005,Male,65,7.0
31791,PR,2006,Male,65,7.0
31792,PR,2007,Male,65,6.0
31793,PR,2008,Male,65,6.0
31807,PS,1995,Male,65,3.0
31808,PS,1996,Male,65,4.0
31809,PS,1998,Male,65,1.0
31811,PS,2003,Male,65,2.0
31814,PS,2006,Male,65,2.0
31815,PS,2008,Male,65,2.0
31830,PT,1995,Male,65,164.0
31831,PT,1996,Male,65,203.0
31832,PT,1997,Male,65,84.0
31833,PT,1998,Male,65,173.0
31834,PT,1999,Male,65,189.0
31848,PW,1996,Male,65,1.0
31851,PW,1999,Male,65,1.0
31854,PW,2005,Male,65,1.0
31867,PY,2003,Male,65,91.0
31882,QA,1995,Male,65,4.0
31884,QA,1999,Male,65,2.0
31885,QA,2000,Male,65,1.0
31886,QA,2002,Male,65,3.0
31887,QA,2003,Male,65,5.0
31888,QA,2004,Male,65,1.0
31889,QA,2005,Male,65,1.0
31890,QA,2006,Male,65,1.0
31919,RU,1999,Male,65,859.0
31920,RU,2004,Male,65,1184.0
31921,RU,2006,Male,65,1120.0
31933,RW,2006,Male,65,100.0
31949,SA,2000,Male,65,107.0
31950,SA,2002,Male,65,110.0
31951,SA,2003,Male,65,107.0
31952,SA,2005,Male,65,107.0
31953,SA,2006,Male,65,101.0
31954,SA,2007,Male,65,92.0
31968,SB,1995,Male,65,3.0
31969,SB,1996,Male,65,6.0
31970,SB,1997,Male,65,5.0
31971,SB,1998,Male,65,12.0
31972,SB,2000,Male,65,6.0
31973,SB,2002,Male,65,4.0
31975,SB,2004,Male,65,5.0
31976,SB,2005,Male,65,11.0
31977,SB,2006,Male,65,8.0
31991,SC,2002,Male,65,1.0
31996,SC,2008,Male,65,2.0
32008,SD,2000,Male,65,677.0
32009,SD,2002,Male,65,405.0
32010,SD,2004,Male,65,467.0
32011,SD,2005,Male,65,493.0
32012,SD,2006,Male,65,532.0
32013,SD,2007,Male,65,556.0
32027,SE,1996,Male,65,17.0
32028,SE,1997,Male,65,16.0
32029,SE,1998,Male,65,15.0
32030,SE,2000,Male,65,25.0
32031,SE,2001,Male,65,23.0
32032,SE,2002,Male,65,8.0
32033,SE,2003,Male,65,20.0
32034,SE,2004,Male,65,13.0
32035,SE,2008,Male,65,6.0
32049,SG,1995,Male,65,94.0
32050,SG,2000,Male,65,64.0
32051,SG,2001,Male,65,76.0
32052,SG,2002,Male,65,130.0
32053,SG,2003,Male,65,133.0
32054,SG,2004,Male,65,119.0
32055,SG,2005,Male,65,118.0
32056,SG,2008,Male,65,127.0
32070,SI,1995,Male,65,27.0
32071,SI,1996,Male,65,13.0
32072,SI,1997,Male,65,20.0
32073,SI,1998,Male,65,14.0
32074,SI,2000,Male,65,17.0
32075,SI,2001,Male,65,7.0
32076,SI,2002,Male,65,9.0
32077,SI,2003,Male,65,15.0
32078,SI,2004,Male,65,13.0
32079,SI,2005,Male,65,14.0
32080,SI,2006,Male,65,6.0
32081,SI,2007,Male,65,9.0
32082,SI,2008,Male,65,3.0
32096,SK,1995,Male,65,152.0
32097,SK,1997,Male,65,40.0
32098,SK,1998,Male,65,35.0
32099,SK,1999,Male,65,29.0
32100,SK,2000,Male,65,32.0
32101,SK,2001,Male,65,22.0
32115,SL,1995,Male,65,22.0
32116,SL,1996,Male,65,51.0
32117,SL,1997,Male,65,47.0
32118,SL,1998,Male,65,42.0
32120,SL,2000,Male,65,47.0
32121,SL,2001,Male,65,51.0
32122,SL,2002,Male,65,58.0
32123,SL,2003,Male,65,77.0
32124,SL,2004,Male,65,130.0
32125,SL,2005,Male,65,124.0
32126,SL,2006,Male,65,166.0
32127,SL,2008,Male,65,188.0
32137,SM,2000,Male,65,1.0
32158,SN,1995,Male,65,213.0
32159,SN,1996,Male,65,264.0
32160,SN,1997,Male,65,215.0
32161,SN,1998,Male,65,215.0
32162,SN,1999,Male,65,185.0
32163,SN,2000,Male,65,189.0
32164,SN,2001,Male,65,226.0
32165,SN,2002,Male,65,212.0
32166,SN,2003,Male,65,250.0
32167,SN,2004,Male,65,213.0
32168,SN,2005,Male,65,236.0
32169,SN,2006,Male,65,230.0
32170,SN,2007,Male,65,251.0
32178,SO,1998,Male,65,126.0
32179,SO,2000,Male,65,142.0
32180,SO,2001,Male,65,196.0
32181,SO,2003,Male,65,214.0
32182,SO,2004,Male,65,278.0
32183,SO,2005,Male,65,319.0
32184,SO,2006,Male,65,336.0
32185,SO,2007,Male,65,289.0
32186,SO,2008,Male,65,298.0
32218,ST,2002,Male,65,2.0
32219,ST,2004,Male,65,3.0
32220,ST,2005,Male,65,2.0
32221,ST,2006,Male,65,2.0
32238,SV,1996,Male,65,92.0
32239,SV,1999,Male,65,104.0
32240,SV,2000,Male,65,107.0
32241,SV,2001,Male,65,101.0
32242,SV,2002,Male,65,93.0
32243,SV,2003,Male,65,89.0
32244,SV,2004,Male,65,91.0
32245,SV,2005,Male,65,117.0
32246,SV,2006,Male,65,103.0
32261,SY,1996,Male,65,60.0
32262,SY,2002,Male,65,61.0
32263,SY,2003,Male,65,64.0
32264,SY,2004,Male,65,50.0
32265,SY,2005,Male,65,63.0
32274,SZ,1995,Male,65,16.0
32277,SZ,2007,Male,65,27.0
32315,TD,1999,Male,65,4.0
32316,TD,2003,Male,65,78.0
32317,TD,2004,Male,65,29.0
32318,TD,2005,Male,65,82.0
32335,TG,1999,Male,65,37.0
32337,TG,2002,Male,65,40.0
32338,TG,2006,Male,65,79.0
32339,TG,2007,Male,65,66.0
32340,TG,2008,Male,65,78.0
32355,TH,1995,Male,65,2346.0
32356,TH,1996,Male,65,1772.0
32357,TH,1998,Male,65,985.0
32358,TH,2002,Male,65,3077.0
32359,TH,2003,Male,65,3241.0
32360,TH,2004,Male,65,3379.0
32361,TH,2006,Male,65,3732.0
32362,TH,2008,Male,65,3836.0
32378,TJ,1996,Male,65,4.0
32379,TJ,1998,Male,65,10.0
32381,TJ,2002,Male,65,19.0
32383,TJ,2007,Male,65,65.0
32409,TL,2002,Male,65,35.0
32410,TL,2005,Male,65,47.0
32411,TL,2006,Male,65,49.0
32412,TL,2007,Male,65,65.0
32413,TL,2008,Male,65,54.0
32428,TM,1996,Male,65,23.0
32429,TM,1997,Male,65,10.0
32430,TM,1998,Male,65,12.0
32431,TM,1999,Male,65,17.0
32432,TM,2000,Male,65,21.0
32433,TM,2001,Male,65,21.0
32434,TM,2002,Male,65,21.0
32435,TM,2003,Male,65,14.0
32436,TM,2004,Male,65,12.0
32437,TM,2006,Male,65,18.0
32438,TM,2008,Male,65,24.0
32453,TN,2001,Male,65,100.0
32454,TN,2002,Male,65,65.0
32455,TN,2003,Male,65,74.0
32456,TN,2004,Male,65,91.0
32457,TN,2005,Male,65,81.0
32458,TN,2006,Male,65,85.0
32459,TN,2007,Male,65,75.0
32473,TO,1995,Male,65,2.0
32474,TO,1998,Male,65,2.0
32475,TO,1999,Male,65,2.0
32476,TO,2000,Male,65,5.0
32477,TO,2001,Male,65,1.0
32478,TO,2002,Male,65,10.0
32479,TO,2003,Male,65,2.0
32481,TO,2006,Male,65,4.0
32482,TO,2007,Male,65,5.0
32483,TO,2008,Male,65,1.0
32512,TT,2000,Male,65,7.0
32513,TT,2003,Male,65,6.0
32535,TV,2007,Male,65,2.0
32536,TZ,1996,Male,65,656.0
32537,TZ,2001,Male,65,930.0
32538,TZ,2002,Male,65,944.0
32539,TZ,2003,Male,65,1025.0
32540,TZ,2004,Male,65,1129.0
32541,TZ,2005,Male,65,1054.0
32542,TZ,2006,Male,65,1029.0
32543,TZ,2007,Male,65,1066.0
32544,TZ,2008,Male,65,1077.0
32558,UA,1995,Male,65,437.0
32559,UA,1998,Male,65,576.0
32560,UA,1999,Male,65,557.0
32561,UA,2000,Male,65,532.0
32563,UA,2003,Male,65,617.0
32566,UA,2006,Male,65,568.0
32578,UG,1998,Male,65,428.0
32579,UG,2007,Male,65,505.0
32606,UY,1995,Male,65,50.0
32607,UY,1996,Male,65,42.0
32608,UY,1997,Male,65,53.0
32609,UY,1998,Male,65,39.0
32610,UY,1999,Male,65,41.0
32611,UY,2000,Male,65,34.0
32612,UY,2001,Male,65,44.0
32613,UY,2002,Male,65,32.0
32614,UY,2004,Male,65,40.0
32615,UY,2005,Male,65,36.0
32616,UY,2006,Male,65,29.0
32617,UY,2007,Male,65,39.0
32632,UZ,2000,Male,65,107.0
32633,UZ,2003,Male,65,220.0
32634,UZ,2004,Male,65,252.0
32650,VC,2000,Male,65,1.0
32653,VC,2006,Male,65,2.0
32667,VE,1999,Male,65,346.0
32668,VE,2002,Male,65,313.0
32669,VE,2003,Male,65,316.0
32670,VE,2004,Male,65,316.0
32671,VE,2005,Male,65,332.0
32715,VN,1996,Male,65,6292.0
32716,VN,1999,Male,65,7371.0
32717,VN,2000,Male,65,7712.0
32718,VN,2003,Male,65,7793.0
32719,VN,2006,Male,65,7408.0
32720,VN,2008,Male,65,6667.0
32736,VU,1996,Male,65,1.0
32737,VU,1998,Male,65,2.0
32738,VU,2001,Male,65,1.0
32739,VU,2002,Male,65,1.0
32740,VU,2003,Male,65,3.0
32741,VU,2004,Male,65,5.0
32742,VU,2005,Male,65,1.0
32744,VU,2007,Male,65,2.0
32745,VU,2008,Male,65,3.0
32778,WS,1995,Male,65,2.0
32779,WS,1997,Male,65,1.0
32781,WS,1999,Male,65,4.0
32782,WS,2000,Male,65,1.0
32794,YE,1995,Male,65,45.0
32795,YE,1998,Male,65,115.0
32796,YE,2000,Male,65,127.0
32797,YE,2001,Male,65,114.0
32798,YE,2002,Male,65,117.0
32799,YE,2003,Male,65,103.0
32800,YE,2004,Male,65,76.0
32801,YE,2005,Male,65,78.0
32802,YE,2006,Male,65,103.0
32803,YE,2007,Male,65,119.0
32804,YE,2008,Male,65,119.0
32821,YU,2002,Male,65,33.0
32837,ZA,2004,Male,65,1580.0
32838,ZA,2005,Male,65,1705.0
32853,ZM,2000,Male,65,174.0
32854,ZM,2002,Male,65,405.0
32855,ZM,2003,Male,65,308.0
32856,ZM,2004,Male,65,324.0
32857,ZM,2005,Male,65,321.0
32858,ZM,2006,Male,65,186.0
32859,ZM,2007,Male,65,204.0
32860,ZM,2008,Male,65,229.0
32875,ZW,2003,Male,65,205.0
32876,ZW,2004,Male,65,198.0
32877,ZW,2005,Male,65,656.0
32878,ZW,2006,Male,65,199.0
32879,ZW,2008,Male,65,185.0
33151,BA,2006,Male,under 65,2.0
34271,GR,2006,Male,under 65,3.0
34272,GR,2007,Male,under 65,1.0
34489,IE,2006,Male,under 65,1.0
35163,ME,2007,Male,under 65,1.0
40347,SL,2008,Female,0-4,1.0
40497,SZ,2007,Female,0-4,5.0
41133,AE,2007,Female,5-14,1.0
43166,LC,2007,Female,5-14,1.0
43421,MH,2008,Female,5-14,2.0
44457,SL,2008,Female,5-14,53.0
44607,SZ,2007,Female,5-14,42.0
45075,VU,2008,Female,5-14,4.0
45214,AD,1996,Female,15-24,1.0
45218,AD,2002,Female,15-24,1.0
45220,AD,2005,Female,15-24,1.0
45240,AE,2002,Female,15-24,3.0
45241,AE,2003,Female,15-24,9.0
45242,AE,2004,Female,15-24,6.0
45243,AE,2007,Female,15-24,8.0
45244,AE,2008,Female,15-24,10.0
45257,AF,2001,Female,15-24,799.0
45258,AF,2002,Female,15-24,1119.0
45259,AF,2005,Female,15-24,1651.0
45260,AF,2007,Female,15-24,2224.0
45261,AF,2008,Female,15-24,2094.0
45279,AG,2001,Female,15-24,1.0
45282,AG,2005,Female,15-24,2.0
45318,AL,1995,Female,15-24,1.0
45319,AL,1997,Female,15-24,16.0
45320,AL,1998,Female,15-24,19.0
45321,AL,1999,Female,15-24,5.0
45322,AL,2000,Female,15-24,11.0
45323,AL,2001,Female,15-24,12.0
45324,AL,2002,Female,15-24,20.0
45325,AL,2003,Female,15-24,13.0
45326,AL,2004,Female,15-24,12.0
45327,AL,2005,Female,15-24,3.0
45342,AM,1996,Female,15-24,9.0
45343,AM,1997,Female,15-24,16.0
45344,AM,1998,Female,15-24,21.0
45345,AM,1999,Female,15-24,22.0
45346,AM,2000,Female,15-24,24.0
45347,AM,2001,Female,15-24,40.0
45348,AM,2002,Female,15-24,16.0
45349,AM,2003,Female,15-24,29.0
45366,AO,1996,Female,15-24,1066.0
45367,AO,2003,Female,15-24,3078.0
45368,AO,2005,Female,15-24,2926.0
45369,AO,2006,Female,15-24,2851.0
45370,AO,2007,Female,15-24,2943.0
45371,AO,2008,Female,15-24,3199.0
45385,AR,1996,Female,15-24,643.0
45424,AT,1999,Female,15-24,10.0
45442,AU,2000,Female,15-24,15.0
45443,AU,2001,Female,15-24,21.0
45444,AU,2003,Female,15-24,9.0
45458,AZ,1999,Female,15-24,4.0
45459,AZ,2002,Female,15-24,48.0
45460,AZ,2003,Female,15-24,72.0
45461,AZ,2004,Female,15-24,120.0
45477,BA,1995,Female,15-24,40.0
45478,BA,1998,Female,15-24,37.0
45479,BA,2002,Female,15-24,22.0
45480,BA,2003,Female,15-24,27.0
45481,BA,2006,Female,15-24,41.0
45501,BB,2006,Female,15-24,1.0
45517,BD,2003,Female,15-24,4298.0
45518,BD,2005,Female,15-24,6776.0
45519,BD,2006,Female,15-24,8164.0
45520,BD,2007,Female,15-24,8562.0
45521,BD,2008,Female,15-24,9189.0
45535,BE,1996,Female,15-24,9.0
45536,BE,1997,Female,15-24,11.0
45537,BE,1998,Female,15-24,6.0
45538,BE,1999,Female,15-24,20.0
45552,BF,1998,Female,15-24,83.0
45553,BF,2003,Female,15-24,102.0
45554,BF,2004,Female,15-24,109.0
45555,BF,2005,Female,15-24,125.0
45556,BF,2006,Female,15-24,155.0
45557,BF,2008,Female,15-24,143.0
45572,BG,2003,Female,15-24,85.0
45573,BG,2004,Female,15-24,84.0
45587,BH,2000,Female,15-24,1.0
45588,BH,2001,Female,15-24,1.0
45589,BH,2002,Female,15-24,1.0
45590,BH,2003,Female,15-24,1.0
45591,BH,2006,Female,15-24,7.0
45605,BI,1999,Female,15-24,291.0
45607,BI,2001,Female,15-24,369.0
45608,BI,2002,Female,15-24,243.0
45609,BI,2005,Female,15-24,298.0
45610,BI,2006,Female,15-24,296.0
45611,BI,2007,Female,15-24,360.0
45612,BI,2008,Female,15-24,335.0
45626,BJ,1995,Female,15-24,148.0
45627,BJ,1996,Female,15-24,169.0
45628,BJ,1998,Female,15-24,189.0
45629,BJ,2000,Female,15-24,239.0
45631,BJ,2004,Female,15-24,263.0
45632,BJ,2005,Female,15-24,249.0
45633,BJ,2006,Female,15-24,310.0
45635,BJ,2008,Female,15-24,245.0
45676,BN,2000,Female,15-24,4.0
45677,BN,2002,Female,15-24,11.0
45678,BN,2003,Female,15-24,9.0
45679,BN,2004,Female,15-24,6.0
45680,BN,2005,Female,15-24,9.0
45694,BO,1996,Female,15-24,841.0
45695,BO,1997,Female,15-24,792.0
45696,BO,1999,Female,15-24,798.0
45697,BO,2000,Female,15-24,831.0
45698,BO,2001,Female,15-24,915.0
45699,BO,2002,Female,15-24,938.0
45700,BO,2003,Female,15-24,811.0
45701,BO,2004,Female,15-24,793.0
45702,BO,2005,Female,15-24,846.0
45703,BO,2006,Female,15-24,764.0
45704,BO,2008,Female,15-24,850.0
45718,BR,2004,Female,15-24,3684.0
45719,BR,2005,Female,15-24,3496.0
45733,BS,1997,Female,15-24,2.0
45734,BS,2000,Female,15-24,5.0
45737,BS,2007,Female,15-24,3.0
45738,BS,2008,Female,15-24,1.0
45753,BT,1999,Female,15-24,33.0
45754,BT,2001,Female,15-24,58.0
45755,BT,2002,Female,15-24,54.0
45756,BT,2003,Female,15-24,57.0
45757,BT,2004,Female,15-24,54.0
45758,BT,2005,Female,15-24,45.0
45759,BT,2006,Female,15-24,61.0
45760,BT,2007,Female,15-24,59.0
45774,BW,2003,Female,15-24,338.0
45775,BW,2005,Female,15-24,321.0
45776,BW,2006,Female,15-24,326.0
45777,BW,2007,Female,15-24,347.0
45791,BY,2003,Female,15-24,18.0
45792,BY,2004,Female,15-24,31.0
45793,BY,2005,Female,15-24,25.0
45794,BY,2007,Female,15-24,28.0
45795,BY,2008,Female,15-24,26.0
45809,BZ,2000,Female,15-24,2.0
45811,BZ,2002,Female,15-24,5.0
45812,BZ,2003,Female,15-24,6.0
45814,BZ,2005,Female,15-24,4.0
45815,CA,1980,Female,15-24,62.0
45816,CA,1981,Female,15-24,46.0
45817,CA,1982,Female,15-24,51.0
45818,CA,1983,Female,15-24,50.0
45819,CA,1984,Female,15-24,51.0
45820,CA,1985,Female,15-24,30.0
45821,CA,1986,Female,15-24,33.0
45822,CA,1987,Female,15-24,39.0
45823,CA,1988,Female,15-24,38.0
45824,CA,1989,Female,15-24,37.0
45825,CA,1990,Female,15-24,30.0
45826,CA,1991,Female,15-24,23.0
45827,CA,1992,Female,15-24,27.0
45828,CA,1993,Female,15-24,22.0
45829,CA,1994,Female,15-24,37.0
45830,CA,1995,Female,15-24,33.0
45831,CA,1996,Female,15-24,23.0
45832,CA,1997,Female,15-24,36.0
45833,CA,1998,Female,15-24,26.0
45834,CA,1999,Female,15-24,33.0
45835,CA,2000,Female,15-24,33.0
45836,CA,2001,Female,15-24,23.0
45837,CA,2002,Female,15-24,32.0
45838,CA,2003,Female,15-24,21.0
45839,CA,2004,Female,15-24,34.0
45854,CD,2004,Female,15-24,7630.0
45855,CD,2005,Female,15-24,7570.0
45856,CD,2007,Female,15-24,7130.0
45857,CD,2008,Female,15-24,7304.0
45870,CF,1995,Female,15-24,233.0
45871,CF,1998,Female,15-24,353.0
45872,CF,1999,Female,15-24,376.0
45874,CF,2001,Female,15-24,179.0
45875,CF,2002,Female,15-24,315.0
45876,CF,2004,Female,15-24,60.0
45877,CF,2005,Female,15-24,32.0
45879,CF,2008,Female,15-24,481.0
45894,CG,2007,Female,15-24,411.0
45895,CG,2008,Female,15-24,396.0
45909,CH,1995,Female,15-24,13.0
45910,CH,1996,Female,15-24,6.0
45911,CH,1997,Female,15-24,14.0
45912,CH,1998,Female,15-24,11.0
45913,CH,1999,Female,15-24,5.0
45928,CI,1995,Female,15-24,810.0
45929,CI,2006,Female,15-24,1327.0
45930,CI,2007,Female,15-24,1349.0
45931,CI,2008,Female,15-24,1477.0
45932,CK,1980,Female,15-24,3.0
45934,CK,1982,Female,15-24,2.0
45935,CK,1983,Female,15-24,4.0
45937,CK,1985,Female,15-24,1.0
45942,CK,1991,Female,15-24,1.0
