,iso2,year,new_sp,new_sp_m04,new_sp_m514,new_sp_m1524,new_sp_m2534,new_sp_m3544,new_sp_m4554,new_sp_m5564,new_sp_m65,new_sp_mu,new_sp_f04,new_sp_f514,new_sp_f1524,new_sp_f2534,new_sp_f3544,new_sp_f4554,new_sp_f5564,new_sp_f65,new_sp_fu
1456,DO,2002,2179.0,0.0,0.0,295.0,417.0,270.0,145.0,86.0,71.0,0.0,0.0,0.0,251.0,241.0,137.0,81.0,49.0,62.0,0.0
1457,DO,2003,2806.0,0.0,0.0,364.0,518.0,331.0,194.0,116.0,112.0,0.0,0.0,0.0,301.0,288.0,211.0,116.0,82.0,73.0,0.0
1458,DO,2004,2720.0,0.0,0.0,391.0,502.0,363.0,180.0,122.0,104.0,0.0,0.0,0.0,301.0,288.0,177.0,104.0,60.0,44.0,0.0
1459,DO,2005,2949.0,0.0,0.0,399.0,483.0,386.0,228.0,123.0,105.0,0.0,0.0,0.0,339.0,332.0,209.0,119.0,72.0,54.0,0.0
1460,DO,2006,2658.0,0.0,0.0,342.0,480.0,340.0,207.0,111.0,92.0,0.0,0.0,0.0,287.0,320.0,189.0,106.0,63.0,58.0,0.0
1461,DO,2007,2373.0,0.0,0.0,290.0,403.0,362.0,209.0,108.0,85.0,0.0,0.0,0.0,249.0,242.0,174.0,103.0,53.0,43.0,0.0
1483,DZ,2001,7953.0,0.0,0.0,1345.0,1614.0,708.0,401.0,283.0,390.0,0.0,0.0,0.0,1057.0,782.0,352.0,287.0,280.0,334.0,0.0
1484,DZ,2002,8246.0,0.0,0.0,1364.0,1580.0,630.0,406.0,273.0,280.0,0.0,0.0,0.0,1840.0,730.0,334.0,224.0,217.0,258.0,0.0
1487,DZ,2005,8654.0,0.0,0.0,1309.0,1841.0,919.0,473.0,314.0,426.0,0.0,0.0,0.0,1044.0,820.0,389.0,270.0,229.0,465.0,0.0
1489,DZ,2007,8439.0,0.0,0.0,1388.0,1749.0,813.0,494.0,296.0,407.0,0.0,0.0,0.0,1031.0,811.0,335.0,273.0,247.0,391.0,0.0
1512,EC,2001,4439.0,0.0,0.0,673.0,832.0,269.0,202.0,251.0,116.0,0.0,0.0,0.0,591.0,584.0,267.0,180.0,208.0,190.0,0.0
1515,EC,2004,4340.0,0.0,0.0,732.0,537.0,563.0,265.0,315.0,153.0,0.0,0.0,0.0,522.0,342.0,268.0,170.0,161.0,120.0,0.0
1516,EC,2005,3048.0,0.0,0.0,446.0,468.0,308.0,237.0,150.0,159.0,0.0,0.0,0.0,329.0,305.0,199.0,139.0,85.0,127.0,0.0
1517,EC,2006,3182.0,0.0,0.0,479.0,496.0,340.0,259.0,181.0,183.0,0.0,0.0,0.0,321.0,315.0,183.0,143.0,92.0,112.0,0.0
1518,EC,2007,3448.0,0.0,0.0,555.0,486.0,367.0,282.0,178.0,227.0,0.0,0.0,0.0,365.0,335.0,198.0,133.0,100.0,123.0,0.0
1519,EC,2008,3380.0,0.0,0.0,507.0,518.0,372.0,278.0,187.0,202.0,0.0,0.0,0.0,334.0,331.0,185.0,126.0,107.0,145.0,0.0
1536,EE,1996,240.0,0.0,0.0,7.0,34.0,53.0,39.0,28.0,19.0,0.0,0.0,0.0,10.0,14.0,16.0,5.0,2.0,12.0,0.0
1538,EE,1998,299.0,0.0,0.0,15.0,49.0,60.0,64.0,34.0,22.0,0.0,0.0,0.0,7.0,7.0,15.0,9.0,7.0,10.0,0.0
1539,EE,1999,274.0,0.0,0.0,14.0,35.0,72.0,55.0,19.0,17.0,0.0,0.0,0.0,8.0,9.0,20.0,16.0,2.0,7.0,0.0
1540,EE,2000,255.0,0.0,0.0,6.0,31.0,53.0,56.0,35.0,15.0,0.0,0.0,0.0,9.0,11.0,14.0,11.0,4.0,10.0,0.0
1541,EE,2001,212.0,0.0,0.0,10.0,25.0,43.0,37.0,24.0,14.0,0.0,0.0,0.0,6.0,11.0,17.0,11.0,6.0,8.0,0.0
1542,EE,2002,203.0,0.0,0.0,9.0,20.0,47.0,45.0,19.0,7.0,0.0,0.0,0.0,7.0,11.0,16.0,9.0,5.0,8.0,0.0
1543,EE,2003,201.0,0.0,0.0,7.0,28.0,38.0,35.0,24.0,18.0,0.0,0.0,0.0,7.0,4.0,11.0,12.0,2.0,15.0,0.0
1544,EE,2004,203.0,0.0,0.0,6.0,24.0,42.0,54.0,14.0,11.0,0.0,0.0,0.0,4.0,12.0,10.0,13.0,6.0,7.0,0.0
1545,EE,2005,162.0,0.0,0.0,9.0,25.0,19.0,40.0,12.0,7.0,0.0,0.0,0.0,6.0,11.0,8.0,11.0,6.0,8.0,0.0
1546,EE,2006,147.0,0.0,0.0,4.0,19.0,24.0,40.0,12.0,7.0,0.0,0.0,0.0,3.0,9.0,10.0,9.0,4.0,6.0,0.0
1548,EE,2008,144.0,0.0,0.0,3.0,14.0,26.0,34.0,12.0,13.0,0.0,0.0,0.0,2.0,7.0,6.0,8.0,4.0,15.0,0.0
1570,EG,2001,4514.0,0.0,0.0,586.0,879.0,614.0,453.0,268.0,159.0,0.0,0.0,0.0,438.0,396.0,265.0,207.0,109.0,49.0,0.0
1588,ER,2001,702.0,0.0,0.0,79.0,95.0,77.0,40.0,42.0,21.0,0.0,0.0,0.0,96.0,76.0,66.0,50.0,31.0,15.0,0.0
1589,ER,2002,646.0,0.0,0.0,85.0,88.0,53.0,41.0,24.0,23.0,0.0,0.0,0.0,75.0,85.0,52.0,39.0,30.0,20.0,0.0
1590,ER,2003,887.0,0.0,0.0,90.0,85.0,55.0,46.0,44.0,36.0,0.0,0.0,0.0,120.0,149.0,100.0,60.0,36.0,22.0,0.0
1592,ER,2005,687.0,0.0,0.0,68.0,73.0,50.0,45.0,51.0,39.0,0.0,0.0,0.0,67.0,127.0,72.0,39.0,21.0,18.0,0.0
1593,ER,2006,680.0,0.0,0.0,50.0,55.0,44.0,52.0,42.0,36.0,0.0,0.0,0.0,109.0,123.0,64.0,45.0,19.0,18.0,0.0
1644,ET,2000,30510.0,0.0,0.0,5095.0,5187.0,3082.0,1495.0,610.0,397.0,0.0,0.0,0.0,4699.0,4424.0,2105.0,976.0,366.0,122.0,0.0
1645,ET,2001,33028.0,0.0,0.0,5730.0,5594.0,3233.0,1581.0,742.0,354.0,0.0,0.0,0.0,5109.0,4830.0,2372.0,1014.0,338.0,111.0,0.0
1646,ET,2002,36541.0,0.0,0.0,6764.0,5669.0,3128.0,1544.0,821.0,372.0,0.0,0.0,0.0,5607.0,5692.0,2685.0,935.0,323.0,136.0,0.0
1647,ET,2003,39698.0,0.0,0.0,6923.0,6648.0,3737.0,2022.0,976.0,483.0,0.0,0.0,0.0,5936.0,5908.0,2780.0,1239.0,412.0,137.0,0.0
1648,ET,2004,41430.0,0.0,0.0,7167.0,7002.0,4060.0,1988.0,911.0,456.0,0.0,0.0,0.0,6422.0,6091.0,2984.0,1284.0,414.0,124.0,0.0
1649,ET,2005,38525.0,0.0,0.0,6726.0,6181.0,3454.0,1985.0,1027.0,475.0,0.0,0.0,0.0,5885.0,5663.0,2730.0,1296.0,513.0,155.0,0.0
1650,ET,2006,36674.0,0.0,0.0,6137.0,5950.0,3567.0,2016.0,1066.0,521.0,0.0,0.0,0.0,5238.0,5326.0,2704.0,1324.0,510.0,159.0,0.0
1651,ET,2007,38040.0,0.0,0.0,6522.0,6114.0,3545.0,2038.0,1051.0,559.0,0.0,0.0,0.0,5426.0,5507.0,2850.0,1429.0,502.0,213.0,0.0
1652,ET,2008,40794.0,0.0,0.0,6512.0,6794.0,4067.0,2290.0,1176.0,685.0,0.0,0.0,0.0,5490.0,5893.0,3251.0,1553.0,616.0,322.0,0.0
1668,FI,1995,244.0,0.0,0.0,1.0,10.0,25.0,28.0,24.0,61.0,0.0,0.0,0.0,1.0,6.0,7.0,4.0,10.0,65.0,0.0
1669,FI,1996,240.0,0.0,0.0,2.0,5.0,24.0,26.0,23.0,77.0,0.0,0.0,0.0,4.0,5.0,3.0,7.0,6.0,58.0,0.0
1670,FI,1997,186.0,0.0,0.0,1.0,5.0,22.0,24.0,26.0,53.0,0.0,0.0,0.0,2.0,6.0,2.0,5.0,5.0,35.0,0.0
1671,FI,1998,188.0,0.0,0.0,4.0,4.0,9.0,15.0,21.0,63.0,0.0,0.0,0.0,3.0,4.0,9.0,4.0,12.0,40.0,0.0
1672,FI,1999,179.0,0.0,0.0,0.0,4.0,13.0,26.0,20.0,53.0,0.0,0.0,0.0,2.0,6.0,0.0,11.0,5.0,39.0,0.0
1679,FI,2006,84.0,0.0,0.0,5.0,6.0,5.0,9.0,6.0,20.0,0.0,0.0,0.0,2.0,4.0,3.0,4.0,1.0,19.0,0.0
1680,FI,2007,85.0,0.0,0.0,4.0,5.0,5.0,10.0,7.0,24.0,0.0,0.0,0.0,6.0,4.0,2.0,5.0,0.0,13.0,0.0
1681,FI,2008,104.0,0.0,0.0,3.0,5.0,8.0,13.0,11.0,35.0,0.0,0.0,0.0,4.0,3.0,2.0,4.0,2.0,14.0,0.0
1696,FJ,1994,62.0,0.0,0.0,8.0,6.0,2.0,3.0,11.0,3.0,0.0,0.0,0.0,4.0,6.0,3.0,6.0,7.0,1.0,0.0
1697,FJ,1995,68.0,0.0,0.0,8.0,10.0,9.0,4.0,2.0,3.0,0.0,0.0,0.0,10.0,9.0,2.0,3.0,4.0,3.0,0.0
1698,FJ,1996,69.0,0.0,0.0,8.0,8.0,9.0,9.0,3.0,2.0,0.0,0.0,0.0,6.0,8.0,2.0,6.0,2.0,2.0,0.0
1699,FJ,1997,66.0,0.0,0.0,4.0,8.0,6.0,8.0,6.0,2.0,0.0,0.0,0.0,6.0,9.0,1.0,5.0,7.0,3.0,0.0
1700,FJ,1998,74.0,0.0,0.0,7.0,11.0,7.0,8.0,4.0,2.0,0.0,0.0,0.0,10.0,10.0,4.0,4.0,3.0,2.0,0.0
1701,FJ,1999,65.0,0.0,0.0,13.0,7.0,5.0,8.0,3.0,3.0,0.0,0.0,0.0,5.0,7.0,5.0,2.0,5.0,1.0,0.0
1702,FJ,2000,62.0,0.0,0.0,8.0,6.0,13.0,5.0,4.0,2.0,0.0,0.0,0.0,7.0,5.0,7.0,1.0,4.0,0.0,0.0
1704,FJ,2002,74.0,0.0,0.0,13.0,11.0,7.0,4.0,7.0,2.0,0.0,0.0,0.0,8.0,4.0,6.0,3.0,4.0,2.0,0.0
1705,FJ,2003,78.0,0.0,0.0,8.0,9.0,6.0,11.0,7.0,6.0,0.0,0.0,0.0,4.0,7.0,4.0,4.0,8.0,1.0,0.0
1706,FJ,2004,62.0,0.0,0.0,8.0,6.0,8.0,6.0,7.0,2.0,0.0,0.0,0.0,8.0,6.0,3.0,5.0,2.0,1.0,0.0
1710,FJ,2008,78.0,0.0,0.0,10.0,10.0,4.0,9.0,4.0,4.0,0.0,0.0,0.0,13.0,6.0,5.0,6.0,3.0,4.0,0.0
1729,FM,2000,15.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0
1730,FM,2001,8.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1736,FM,2007,47.0,0.0,0.0,8.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,6.0,2.0,2.0,2.0,0.0,0.0
1753,FR,1995,3449.0,0.0,0.0,156.0,431.0,502.0,414.0,297.0,496.0,0.0,0.0,0.0,138.0,226.0,176.0,90.0,92.0,365.0,0.0
1782,GA,1995,486.0,0.0,0.0,45.0,74.0,80.0,54.0,30.0,15.0,0.0,0.0,0.0,47.0,54.0,28.0,25.0,19.0,3.0,0.0
1788,GA,2002,1033.0,0.0,0.0,137.0,173.0,148.0,63.0,27.0,40.0,0.0,0.0,0.0,125.0,140.0,71.0,32.0,21.0,28.0,0.0
1789,GA,2003,1233.0,0.0,0.0,165.0,225.0,149.0,103.0,48.0,22.0,0.0,0.0,0.0,138.0,144.0,107.0,51.0,33.0,18.0,0.0
1790,GA,2004,1323.0,0.0,0.0,197.0,289.0,143.0,83.0,47.0,50.0,0.0,0.0,0.0,173.0,141.0,80.0,37.0,24.0,27.0,0.0
1791,GA,2005,1042.0,0.0,0.0,123.0,199.0,140.0,70.0,38.0,25.0,0.0,0.0,0.0,128.0,123.0,88.0,29.0,29.0,18.0,0.0
1792,GA,2006,1145.0,0.0,0.0,157.0,207.0,148.0,89.0,40.0,23.0,0.0,0.0,0.0,160.0,123.0,79.0,39.0,20.0,21.0,0.0
1813,GB,1998,1342.0,0.0,0.0,103.0,164.0,141.0,108.0,105.0,225.0,0.0,0.0,0.0,105.0,103.0,71.0,44.0,39.0,114.0,0.0
1842,GD,1998,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1843,GD,1999,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1846,GD,2003,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1849,GD,2006,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1850,GD,2007,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1851,GD,2008,5.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1865,GE,1995,221.0,0.0,0.0,20.0,30.0,25.0,40.0,18.0,12.0,0.0,0.0,0.0,8.0,17.0,17.0,18.0,7.0,5.0,0.0
1867,GE,1997,595.0,0.0,0.0,75.0,97.0,91.0,67.0,58.0,16.0,0.0,0.0,0.0,38.0,46.0,40.0,36.0,19.0,12.0,0.0
1868,GE,1998,547.0,0.0,0.0,64.0,91.0,99.0,58.0,52.0,19.0,0.0,0.0,0.0,41.0,52.0,25.0,14.0,17.0,7.0,0.0
1869,GE,1999,746.0,0.0,0.0,135.0,176.0,151.0,77.0,55.0,23.0,0.0,0.0,0.0,27.0,40.0,26.0,10.0,10.0,8.0,0.0
1871,GE,2001,1014.0,0.0,0.0,142.0,233.0,199.0,117.0,46.0,46.0,0.0,0.0,0.0,63.0,63.0,37.0,22.0,18.0,22.0,0.0
1874,GE,2004,1311.0,0.0,0.0,157.0,292.0,226.0,177.0,80.0,66.0,0.0,0.0,0.0,87.0,81.0,52.0,32.0,26.0,29.0,0.0
1894,GH,1995,2638.0,0.0,0.0,223.0,397.0,398.0,302.0,190.0,112.0,0.0,0.0,0.0,199.0,272.0,205.0,122.0,88.0,48.0,0.0
1899,GH,2000,7316.0,0.0,0.0,550.0,1266.0,1115.0,811.0,495.0,426.0,0.0,0.0,0.0,456.0,791.0,566.0,338.0,179.0,176.0,0.0
1900,GH,2001,7712.0,0.0,0.0,587.0,1223.0,1144.0,857.0,471.0,460.0,0.0,0.0,0.0,515.0,814.0,623.0,370.0,209.0,227.0,0.0
1901,GH,2002,7732.0,0.0,0.0,535.0,1245.0,1282.0,883.0,507.0,429.0,0.0,0.0,0.0,489.0,806.0,592.0,325.0,223.0,238.0,0.0
1902,GH,2003,7714.0,0.0,0.0,579.0,1265.0,1234.0,924.0,509.0,441.0,0.0,0.0,0.0,487.0,744.0,586.0,380.0,200.0,203.0,0.0
1903,GH,2004,7259.0,0.0,0.0,532.0,1246.0,1250.0,854.0,472.0,413.0,0.0,0.0,0.0,454.0,701.0,518.0,303.0,202.0,191.0,0.0
1904,GH,2005,7505.0,0.0,0.0,592.0,1201.0,1311.0,944.0,462.0,414.0,0.0,0.0,0.0,450.0,693.0,527.0,366.0,207.0,221.0,0.0
1905,GH,2006,7786.0,0.0,0.0,557.0,1273.0,1388.0,956.0,529.0,443.0,0.0,0.0,0.0,494.0,711.0,515.0,381.0,207.0,229.0,0.0
1906,GH,2007,7429.0,0.0,0.0,596.0,1164.0,1239.0,861.0,477.0,506.0,0.0,0.0,0.0,453.0,667.0,564.0,371.0,183.0,207.0,0.0
1913,GM,1997,820.0,0.0,0.0,83.0,219.0,126.0,61.0,63.0,37.0,0.0,0.0,0.0,55.0,76.0,45.0,20.0,20.0,8.0,0.0
1917,GM,2002,1035.0,0.0,0.0,135.0,240.0,160.0,100.0,60.0,37.0,0.0,0.0,0.0,71.0,112.0,42.0,40.0,21.0,10.0,0.0
1920,GM,2005,1127.0,0.0,0.0,133.0,292.0,206.0,62.0,53.0,44.0,0.0,0.0,0.0,84.0,87.0,64.0,38.0,22.0,27.0,0.0
1938,GN,1995,2263.0,0.0,0.0,244.0,538.0,357.0,189.0,98.0,61.0,0.0,0.0,0.0,202.0,255.0,153.0,64.0,37.0,19.0,0.0
1939,GN,1996,2844.0,0.0,0.0,319.0,631.0,416.0,214.0,133.0,104.0,0.0,0.0,0.0,223.0,338.0,213.0,111.0,52.0,31.0,0.0
1940,GN,1997,2981.0,0.0,0.0,326.0,653.0,483.0,220.0,147.0,100.0,0.0,0.0,0.0,246.0,383.0,189.0,91.0,48.0,32.0,0.0
1941,GN,1998,3362.0,0.0,0.0,409.0,763.0,494.0,271.0,168.0,117.0,0.0,0.0,0.0,303.0,365.0,202.0,115.0,71.0,25.0,0.0
1943,GN,2000,3920.0,0.0,0.0,551.0,860.0,570.0,282.0,203.0,103.0,0.0,0.0,0.0,314.0,446.0,245.0,114.0,82.0,45.0,0.0
1944,GN,2001,4092.0,0.0,0.0,506.0,876.0,612.0,325.0,185.0,154.0,0.0,0.0,0.0,419.0,433.0,249.0,127.0,77.0,46.0,0.0
1946,GN,2003,4495.0,0.0,0.0,617.0,1052.0,671.0,368.0,172.0,134.0,0.0,0.0,0.0,353.0,451.0,307.0,137.0,106.0,40.0,0.0
1947,GN,2004,5015.0,0.0,0.0,728.0,1091.0,726.0,389.0,199.0,135.0,0.0,0.0,0.0,470.0,521.0,334.0,159.0,100.0,63.0,0.0
1948,GN,2005,5479.0,0.0,0.0,749.0,1165.0,778.0,463.0,195.0,130.0,0.0,0.0,0.0,594.0,583.0,354.0,203.0,94.0,55.0,0.0
1949,GN,2006,5903.0,0.0,0.0,834.0,1168.0,916.0,512.0,274.0,162.0,0.0,0.0,0.0,586.0,581.0,396.0,187.0,118.0,53.0,0.0
1951,GN,2008,6561.0,0.0,0.0,970.0,1419.0,985.0,561.0,264.0,198.0,0.0,0.0,0.0,610.0,686.0,377.0,190.0,93.0,88.0,0.0
1965,GQ,1997,226.0,0.0,0.0,32.0,40.0,36.0,25.0,8.0,4.0,0.0,0.0,0.0,23.0,20.0,14.0,10.0,3.0,3.0,0.0
1966,GQ,1998,284.0,0.0,0.0,30.0,46.0,39.0,29.0,16.0,11.0,0.0,0.0,0.0,37.0,31.0,20.0,7.0,5.0,4.0,0.0
1968,GQ,2004,406.0,0.0,0.0,50.0,63.0,54.0,41.0,17.0,15.0,0.0,0.0,0.0,45.0,48.0,30.0,15.0,10.0,4.0,0.0
1971,GQ,2008,541.0,0.0,0.0,68.0,95.0,85.0,44.0,17.0,11.0,0.0,0.0,0.0,57.0,66.0,35.0,23.0,13.0,9.0,0.0
1996,GR,2006,210.0,0.0,0.0,11.0,32.0,22.0,24.0,22.0,27.0,3.0,0.0,0.0,13.0,12.0,8.0,5.0,6.0,24.0,1.0
1997,GR,2007,257.0,0.0,1.0,21.0,22.0,34.0,28.0,15.0,54.0,1.0,0.0,0.0,13.0,19.0,11.0,8.0,3.0,24.0,2.0
1998,GR,2008,80.0,0.0,0.0,5.0,14.0,12.0,4.0,6.0,9.0,0.0,0.0,0.0,5.0,9.0,2.0,4.0,3.0,7.0,0.0
2014,GT,1995,2368.0,0.0,0.0,235.0,280.0,236.0,165.0,142.0,139.0,0.0,0.0,0.0,224.0,255.0,221.0,146.0,129.0,94.0,0.0
2016,GT,1997,2218.0,0.0,0.0,246.0,217.0,229.0,161.0,155.0,150.0,0.0,0.0,0.0,228.0,225.0,183.0,120.0,109.0,117.0,0.0
2017,GT,1998,2255.0,0.0,0.0,206.0,248.0,234.0,163.0,148.0,152.0,0.0,0.0,0.0,203.0,216.0,199.0,160.0,118.0,103.0,0.0
2018,GT,1999,2264.0,0.0,0.0,216.0,248.0,235.0,171.0,141.0,158.0,0.0,0.0,0.0,229.0,230.0,194.0,174.0,121.0,89.0,0.0
2019,GT,2000,2052.0,0.0,0.0,220.0,236.0,216.0,177.0,112.0,140.0,0.0,0.0,0.0,199.0,167.0,175.0,135.0,87.0,111.0,0.0
2020,GT,2001,1669.0,0.0,0.0,171.0,201.0,169.0,137.0,98.0,97.0,0.0,0.0,0.0,180.0,173.0,118.0,101.0,74.0,90.0,0.0
2021,GT,2002,1865.0,0.0,0.0,217.0,219.0,171.0,158.0,117.0,146.0,0.0,0.0,0.0,192.0,171.0,147.0,116.0,68.0,74.0,0.0
2022,GT,2003,1795.0,0.0,0.0,175.0,200.0,169.0,156.0,125.0,128.0,0.0,0.0,0.0,186.0,179.0,157.0,104.0,88.0,75.0,0.0
2023,GT,2004,2339.0,0.0,0.0,282.0,291.0,209.0,210.0,144.0,129.0,0.0,0.0,0.0,278.0,201.0,227.0,144.0,72.0,78.0,0.0
2024,GT,2005,2420.0,0.0,0.0,251.0,258.0,185.0,187.0,127.0,115.0,0.0,0.0,0.0,339.0,245.0,277.0,176.0,88.0,95.0,0.0
2046,GU,2004,22.0,0.0,0.0,0.0,1.0,2.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0
2047,GU,2005,27.0,0.0,0.0,2.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0
2048,GU,2006,21.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0
2049,GU,2007,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
2050,GU,2008,31.0,0.0,0.0,0.0,1.0,7.0,8.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0
2067,GW,1996,922.0,0.0,0.0,110.0,159.0,113.0,99.0,60.0,36.0,0.0,0.0,0.0,49.0,80.0,94.0,62.0,31.0,13.0,0.0
2071,GW,2000,526.0,0.0,0.0,52.0,92.0,80.0,64.0,39.0,19.0,0.0,0.0,0.0,30.0,46.0,47.0,24.0,15.0,12.0,0.0
2073,GW,2002,899.0,0.0,0.0,101.0,146.0,128.0,70.0,52.0,34.0,0.0,0.0,0.0,80.0,108.0,66.0,49.0,37.0,12.0,0.0
2074,GW,2003,963.0,0.0,0.0,101.0,153.0,118.0,108.0,63.0,27.0,0.0,0.0,0.0,97.0,82.0,78.0,58.0,38.0,24.0,0.0
2075,GW,2004,1186.0,0.0,0.0,86.0,175.0,147.0,130.0,84.0,51.0,0.0,0.0,0.0,87.0,115.0,103.0,98.0,54.0,29.0,0.0
2076,GW,2005,1132.0,0.0,0.0,116.0,167.0,153.0,130.0,72.0,42.0,0.0,0.0,0.0,78.0,110.0,92.0,82.0,44.0,19.0,0.0
2077,GW,2006,1030.0,0.0,0.0,86.0,178.0,143.0,90.0,74.0,24.0,0.0,0.0,0.0,82.0,116.0,90.0,81.0,36.0,15.0,0.0
2079,GW,2008,1223.0,0.0,0.0,119.0,194.0,191.0,109.0,79.0,30.0,0.0,0.0,0.0,85.0,129.0,123.0,92.0,41.0,11.0,0.0
2096,GY,1996,71.0,0.0,0.0,8.0,14.0,4.0,5.0,4.0,7.0,0.0,0.0,0.0,8.0,4.0,4.0,5.0,0.0,0.0,0.0
2097,GY,1997,105.0,0.0,0.0,15.0,19.0,12.0,2.0,5.0,8.0,0.0,0.0,0.0,9.0,8.0,8.0,4.0,7.0,4.0,0.0
2100,GY,2000,119.0,0.0,0.0,20.0,19.0,14.0,7.0,6.0,9.0,0.0,0.0,0.0,11.0,8.0,7.0,5.0,5.0,3.0,0.0
2101,GY,2001,174.0,0.0,0.0,15.0,47.0,44.0,12.0,2.0,1.0,0.0,0.0,0.0,6.0,16.0,16.0,9.0,3.0,2.0,0.0
2107,GY,2007,233.0,0.0,0.0,15.0,43.0,44.0,41.0,12.0,8.0,0.0,0.0,0.0,20.0,19.0,17.0,5.0,3.0,3.0,0.0
2129,HK,2000,1940.0,0.0,0.0,78.0,102.0,160.0,211.0,236.0,578.0,0.0,0.0,0.0,65.0,115.0,86.0,44.0,45.0,211.0,0.0
2130,HK,2001,1857.0,0.0,0.0,79.0,99.0,162.0,196.0,201.0,519.0,0.0,0.0,0.0,88.0,119.0,83.0,58.0,34.0,200.0,0.0
2131,HK,2002,1892.0,0.0,0.0,99.0,105.0,163.0,207.0,218.0,543.0,0.0,0.0,0.0,97.0,115.0,90.0,57.0,35.0,153.0,0.0
2132,HK,2003,1794.0,0.0,0.0,104.0,91.0,140.0,195.0,180.0,472.0,0.0,0.0,0.0,88.0,136.0,102.0,65.0,43.0,160.0,0.0
2156,HN,1998,2311.0,0.0,0.0,277.0,256.0,211.0,205.0,181.0,50.0,0.0,0.0,0.0,206.0,192.0,158.0,152.0,135.0,38.0,0.0
2163,HN,2005,2069.0,0.0,0.0,238.0,280.0,215.0,152.0,134.0,152.0,0.0,0.0,0.0,219.0,222.0,125.0,107.0,81.0,104.0,0.0
2182,HR,1995,1204.0,0.0,0.0,38.0,97.0,210.0,132.0,178.0,141.0,0.0,0.0,0.0,50.0,57.0,57.0,38.0,60.0,130.0,0.0
2184,HR,1997,1073.0,0.0,0.0,65.0,88.0,180.0,124.0,118.0,117.0,0.0,0.0,0.0,43.0,43.0,54.0,28.0,52.0,136.0,0.0
2185,HR,1998,1129.0,0.0,0.0,48.0,81.0,177.0,176.0,106.0,129.0,0.0,0.0,0.0,44.0,64.0,54.0,38.0,48.0,131.0,0.0
2190,HR,2003,438.0,0.0,0.0,15.0,27.0,68.0,80.0,42.0,60.0,0.0,0.0,0.0,14.0,19.0,18.0,10.0,15.0,69.0,0.0
2191,HR,2004,416.0,0.0,0.0,18.0,32.0,68.0,81.0,39.0,53.0,0.0,0.0,0.0,18.0,17.0,11.0,12.0,7.0,56.0,0.0
2210,HT,1998,6442.0,0.0,0.0,804.0,971.0,656.0,331.0,177.0,142.0,0.0,0.0,0.0,827.0,958.0,620.0,300.0,141.0,119.0,0.0
2211,HT,1999,6828.0,0.0,0.0,812.0,1059.0,672.0,348.0,186.0,145.0,0.0,0.0,0.0,919.0,918.0,614.0,312.0,162.0,110.0,0.0
2212,HT,2000,5887.0,0.0,0.0,836.0,898.0,613.0,350.0,147.0,118.0,0.0,0.0,0.0,914.0,857.0,513.0,275.0,132.0,71.0,0.0
2213,HT,2001,5607.0,0.0,0.0,752.0,785.0,587.0,319.0,169.0,112.0,0.0,0.0,0.0,882.0,843.0,498.0,273.0,109.0,93.0,0.0
2214,HT,2002,6188.0,0.0,0.0,903.0,904.0,572.0,377.0,184.0,148.0,0.0,0.0,0.0,980.0,851.0,550.0,303.0,120.0,99.0,0.0
2215,HT,2003,7015.0,0.0,0.0,1002.0,981.0,625.0,406.0,208.0,147.0,0.0,0.0,0.0,1114.0,1064.0,606.0,378.0,165.0,108.0,0.0
2216,HT,2004,7044.0,0.0,0.0,918.0,964.0,606.0,376.0,207.0,176.0,0.0,0.0,0.0,1146.0,1045.0,688.0,386.0,176.0,125.0,0.0
